id,name,city,website
"6b92de77-56d9-42f4-8657-90d8685ecdcc","Skinsations","Stockholm","https://www.skinsations.se/"
"5b49255f-b3b9-4d54-83b8-a24ea69507ca","Apalby Friskcenter","Västerås","http://www.apalby.se/"
"15c8bd1d-1c7b-4d37-ac35-18fde5624b75","You Öster Mälarstrand","Västerås","http://www.youostermalarstrand.se/"
"f7c674f7-808e-4ab7-b362-efe444d61262","Botox Göteborg exklusiv klinik","Göteborg",""
"35328b60-8285-4ac5-863c-7d743928f859","HELSKÖN HUDVÅRD","Västerås","http://www.helskon.se/"
"3340079f-9c8a-4eae-8fb8-f8cf90f4396a","Beauty By","Västerås","https://www.beautynailhairsalons.com/SE/V%C3%A4ster%C3%A5s/524317631071707/Beauty-By"
"08470fa6-2ed7-4efa-a3a8-aaf6132f3252","Face & Soul","Västerås","http://www.faceandsoul.se/"
"faa30e7d-d473-47bb-8edb-b97b93b367a8","GLLOW","Uppsala","http://www.gllow.se/"
"95d6cbe1-8b19-48bd-9bd4-16ba05833ac7","Chloé Clinique","Västerås","https://www.chloeclinique.se/"
"936ac934-f631-403a-b90b-3d1ab8fce5ec","Akademikliniken Skin Center Helsingborg","Helsingborg","http://www.ak.se/"
"10aed081-cdb5-40b2-bfc8-7f694e06da50","Royal Clinic","Helsingborg","http://www.royalclinic.se/"
"014b6d93-1a33-4dfa-96d4-22bfb8a73ea4","Esthetic District","Helsingborg","https://www.facebook.com/esthetic.district/"
"ccd7dc75-8879-429f-898c-4cf4e8ccd458","Pro laserklinik","Örebro","https://laserharborttagning.com/orebro/orebro/pro-laserklinik-laser-harborttagning-i-orebro-permanent-resultat-smartfri/"
"907b1c50-76a9-4cfb-ae62-a338003c09e6","DrNina.se - NYO clinic","Göteborg","https://www.drnina.se/"
"4a6190c3-8dac-47c9-9f12-f8c9b151d8ed","Pro Clinique | Aesthetic Treatments and Medical Skincare","Göteborg","https://www.proclinique.se/"
"245d6c32-15f0-4091-a3a7-659f1511b2f0","Luxurytreatments Helsingborg","Helsingborg","https://www.luxurytreatments.se/kontakt/helsingborg"
"c6ff53a4-138f-4cae-8a33-890830aae8a7","Reborn Avenue","Helsingborg","http://www.rebornavenue.se/"
"6d212ae0-76a0-44f3-8691-e86c6a35d4f1","Céline Academy AB - Skönhetssalong & Akademi i Västerås","Västerås","https://celineacademy.se/"
"55fb4e59-858e-4e8c-9015-c5915e8d9368","A Beauty Light","Stockholm","http://www.abeautylight.se/"
"1983a567-9859-47d8-b098-6aceeddfe37a","OCEANA estetisk klinik","Helsingborg","https://www.oceanaestetik.se/"
"6a9486e1-31bc-46a4-b854-064951cfe0de","Wasa Beautyklinik","Göteborg","https://wasabeautyklinik.se/"
"453c1135-3bd3-4a63-a1ce-0c5d1d68badf","Dr H Clinic","Helsingborg",""
"609c0e4e-5553-46b9-865d-cd67f1ba8323","CapillusBeauty","Helsingborg","http://www.capillusbeauty.se/"
"854cca5c-daa4-464c-8ed8-98bfe34c9584","Green Clinique, Helsingborg, Sweden","Helsingborg","https://www.greenclinique.se/"
"6c699e97-12c3-4fff-9337-f0bc5c366802","Stockholm Laser Center AB","Stockholm","https://stockholmlasercenter.se/"
"d10ba578-7bb4-4513-9b21-2df2ee45db10","Derma Glow by Silvana","Helsingborg","https://dermaglow.se/"
"b902db00-43ea-478c-babc-89924db09bb6","Kaizen Klinik","Helsingborg","https://kaizenklinik.se/"
"115b84f3-5f9a-4c78-9c6e-2f8119094376","Cultum","Göteborg","http://www.cultumclinic.com/"
"9afa245b-b15e-4e07-b596-448c0b70a091","Palmyra klinik AB","Helsingborg","https://palmyraklinik.se/"
"872c53de-5da0-4bc2-a836-4b5ed72d39cf","Lasermottagningen","Helsingborg","http://www.lasermottagningen.se/"
"da72626f-4db4-4c14-80d4-88d3751f8578","Skin Retreat","Helsingborg","http://www.skinretreat.se/"
"7eb4a80f-5512-476a-8d23-c25cf16c6cb2","Dermanovum hud- och kroppsvård","Helsingborg","http://www.dermanovum.se/"
"ba9ede49-1ea6-4f32-bfd5-91ff5b04205d","Laserverket AB","Stockholm","https://laserverket.se/"
"5f67cb7f-e9f0-47a2-b166-1d7a3dd3406e","Aya beauty salon","Helsingborg","http://www.ayabeautysalong.se/"
"bc179497-6380-4c95-bfda-35233a233166","Eterna Estetik (Skönhetsklinik)","Helsingborg","https://www.eterna.se/"
